Code,Country,Discipline,Event,Gender,Medal,Name,NOC,Rank,Sport,Age,F1
1467596,Netherlands,SAL,Women's One Person Dinghy - Laser Radial,Female,Bronze,BOUWMEESTER Marit,NED,3,Sailing,33,1619
1325549,France,ROW,Lightweight Women's Double Sculls Team,Female,Silver,BOVE Claire,FRA,2,Rowing,23,1621
1340607,France,VVO,Men Team,Male,Gold,BOYER Stephen,FRA,1,Volleyball,25,1634
1477699,Great Britain,ATH,Women's Pole Vault,Female,Bronze,BRADSHAW Holly,GBR,3,Athletics,29,1638
1353823,Brazil,VVO,Women Team,Female,Silver,BRAGA GUIMARAES Gabriela,BRA,2,Volleyball,27,1649
1353801,Brazil,VVO,Women Team,Female,Silver,BRAIT Camila,BRA,2,Volleyball,32,1655
1462915,New Zealand,ROW,Men's Eight Team,Male,Gold,BRAKE Michael,NZL,1,Rowing,26,1656
1483102,Australia,HOC,Men Team,Male,Silver,BRAND Tim,AUS,2,Hockey,22,1657
1467906,Netherlands,CTR,Women's Keirin,Female,Gold,BRASPENNINCX Shanne,NED,1,Cycling Track,30,1669
1343629,Norway,HBL,Women Team,Female,Bronze,BRATTSET DALE Kari,NOR,3,Handball,30,1677
1330504,Germany,CTR,Women's Team Pursuit Team,Female,Gold,BRAUSSE Franziska,GER,1,Cycling Track,22,1679
1355076,Brazil,ATH,Men's Pole Vault,Male,Bronze,BRAZ Thiago,BRA,3,Athletics,27,1685
1473732,New Zealand,RUG,Women Team,Female,Gold,BRAZIER Kelly,NZL,1,Rugby Sevens,31,1686
1343630,Norway,HBL,Women Team,Female,Bronze,BREDAL OFTEDAL Stine,NOR,3,Handball,29,1688
1343624,Norway,HBL,Women Team,Female,Bronze,BREISTOEL Kristine,NOR,3,Handball,27,1690
1333346,Germany,CSP,Men's Canoe Double 1000m Team,Male,Bronze,BRENDEL Sebastian,GER,3,Canoe Sprint,33,1693
1330503,Germany,CTR,Women's Team Pursuit Team,Female,Gold,BRENNAUER Lisa,GER,1,Cycling Track,33,1697
1351475,Brazil,FBL,Men Team,Male,Gold,BRENNO,BRA,1,Football,22,1698
1401978,Belgium,HOC,Men Team,Male,Gold,BRIELS Thomas,BEL,1,Hockey,33,1703
1340608,France,VVO,Men Team,Male,Gold,BRIZARD Antoine,FRA,1,Volleyball,27,1713
1474565,Netherlands,ROW,Men's Double Sculls Team,Male,Silver,BROENINK Stef,NED,2,Rowing,30,1727
1897510,Jamaica,ATH,Women's 4 x 400m Relay Team,Female,Bronze,BROMFIELD Junelle,JAM,3,Athletics,23,1731
1474932,Great Britain,BMF,Men's Park,Male,Bronze,BROOKS Declan,GBR,3,Cycling BMX Freestyle,25,1736
1473813,New Zealand,RUG,Women Team,Female,Gold,BROUGHTON Gayle,NZL,1,Rugby Sevens,25,1742
1432411,Canada,ATH,Men's 4 x 100m Relay Team,Male,Bronze,BROWN Aaron,CAN,3,Athletics,29,1745
1302262,United States,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Bronze,BROWN Erika,USA,3,Swimming,22,1750
1302262,United States,SWM,Women's 4 x 100m Medley Relay Team,Female,Silver,BROWN Erika,USA,2,Swimming,22,1751
1440048,Great Britain,SKB,Women's Park,Female,Bronze,BROWN Sky,GBR,3,Skateboarding,13,1765
1335367,United States,SHO,Trap Women,Female,Silver,BROWNING Kayle,USA,2,Shooting,29,1768
1444244,Great Britain,TRI,Mixed Relay Team,Male,Gold,BROWNLEE Jonathan,GBR,1,Triathlon,31,1772
1331123,Nigeria,ATH,Women's Long Jump,Female,Bronze,BRUME Ese,NGR,3,Athletics,25,1784
1351055,France,FEN,Women's Sabre Individual,Female,Bronze,BRUNET Manon,FRA,3,Fencing,25,1787
1351055,France,FEN,Women's Sabre Team,Female,Silver,BRUNET Manon,FRA,2,Fencing,25,1788
1393568,Belgium,EQU,Jumping Team,Male,Bronze,BRUYNSEELS Niels,BEL,3,Equestrian,37,1792
1469400,Canada,FBL,Women Team,Female,Gold,BUCHANAN Kadeisha,CAN,1,Football,25,1806
1403693,France,JUD,Women -52 kg,Female,Silver,BUCHARD Amandine,FRA,2,Judo,26,1809
1403693,France,JUD,Mixed Team,Female,Gold,BUCHARD Amandine,FRA,1,Judo,26,1810
1467910,Netherlands,CTR,Men's Team Sprint Team,Male,Gold,BUCHLI Matthijs,NED,1,Cycling Track,28,1812
1444659,Great Britain,ROW,Men's Eight Team,Male,Bronze,BUGAJSKI Josh,GBR,3,Rowing,30,1826
1331359,South Africa,SRF,Women,Female,Silver,BUITENDAG Bianca,RSA,2,Surfing,27,1838
1340609,France,VVO,Men Team,Male,Gold,BULTOR Daryl,FRA,1,Volleyball,25,1851
1412262,Jamaica,ATH,Women's 4 x 100m Relay Team,Female,Gold,BURCHELL Remona,JAM,1,Athletics,29,1855
1350398,Italy,SWM,Men's 200m Butterfly,Male,Bronze,BURDISSO Federico,ITA,3,Swimming,19,1858
1350398,Italy,SWM,Men's 4 x 100m Medley Relay Team,Male,Bronze,BURDISSO Federico,ITA,3,Swimming,19,1859
1464417,New Zealand,SAL,Men's Skiff - 49er Team,Male,Silver,BURLING Peter,NZL,2,Sailing,30,1875
1468351,Great Britain,SAL,Mixed Multihull - Nacra 17 Foiling Team,Female,Silver,BURNET Anna,GBR,2,Sailing,28,1877
1335339,United States,SHO,Trap Mixed Team,Male,Bronze,BURROWS Brian,USA,3,Shooting,33,1884
1344636,Serbia,VVO,Women Team,Female,Bronze,BUSA Bianka,SRB,3,Volleyball,27,1886
1337871,Italy,KTE,Men's Kumite -75kg,Male,Gold,BUSA Luigi,ITA,1,Karate,33,1887
1283100,Israel,JUD,Mixed Team,Male,Bronze,BUTBUL Tohar,ISR,3,Judo,27,1898
1443737,Dominican Republic,BSB,Baseball Team,Male,Bronze,CABRERA Melky,DOM,3,Baseball/Softball,36,1919
1426186,Canada,BSB,Softball Team,Female,Bronze,CAIRA Jenna,CAN,3,Baseball/Softball,32,1936
1353880,Brazil,VVO,Women Team,Female,Silver,CAIXETA Tandara,BRA,2,Volleyball,32,1939
1378429,Turkey,BOX,Women's Fly (48-51kg),Female,Silver,CAKIROGLU Buse Naz,TUR,2,Boxing,25,1940
1285703,Puerto Rico,ATH,Women's 100m Hurdles,Female,Gold,CAMACHO-QUINN Jasmine,PUR,1,Athletics,24,1952
1482860,Australia,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Gold,CAMPBELL Bronte,AUS,1,Swimming,27,1961
1482860,Australia,SWM,Mixed 4 x 100m Medley Relay Team,Female,Bronze,CAMPBELL Bronte,AUS,3,Swimming,27,1962
1482861,Australia,SWM,Women's 100m Freestyle,Female,Bronze,CAMPBELL Cate,AUS,3,Swimming,29,1964
1482861,Australia,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Gold,CAMPBELL Cate,AUS,1,Swimming,29,1965
1482861,Australia,SWM,Women's 4 x 100m Medley Relay Team,Female,Gold,CAMPBELL Cate,AUS,1,Swimming,29,1966
1440043,Great Britain,WLF,Women's +87kg,Female,Silver,CAMPBELL Emily Jade,GBR,2,Weightlifting,27,1967
1332184,United States,FBL,Women Team,Female,Bronze,CAMPBELL Jane,USA,3,Football,26,1968
1351036,France,FEN,Men's Épée Individual,Male,Gold,CANNONE Romain,FRA,1,Fencing,24,1993
1478814,Great Britain,EQU,Eventing Team,Female,Gold,CANTER Rosalind,GBR,1,Equestrian,35,1998
1329531,China,DIV,Men's 10m Platform,Male,Gold,CAO Yuan,CHN,1,Diving,26,2002
1329531,China,DIV,Men's Synchronised 10m Platform Team,Male,Silver,CAO Yuan,CHN,2,Diving,26,2003
1331855,United States,DIV,Men's Synchronised 3m Springboard Team,Male,Silver,CAPOBIANCO Andrew,USA,2,Diving,21,2006
1473746,Ecuador,CRD,Men's Road Race,Male,Gold,CARAPAZ Richard,ECU,1,Cycling Road,28,2012
1309995,United States,BSB,Softball Team,Female,Silver,CARDA Ally,USA,2,Baseball/Softball,28,2018
1352439,Spain,SAL,Men's One Person Dinghy (Heavyweight) - Finn,Male,Bronze,CARDONA MENDEZ Joan,ESP,3,Sailing,23,2021
1348673,United States,GAR,Women's Floor Exercise,Female,Gold,CAREY Jade,USA,1,Artistic Gymnastics,21,2028
1338108,Brazil,JUD,Men -66 kg,Male,Bronze,CARGNIN Daniel,BRA,3,Judo,23,2030
1469401,Canada,FBL,Women Team,Female,Gold,CARLE Gabrielle,CAN,1,Football,22,2035
1350491,France,EQU,Eventing Team,Male,Bronze,CARLILE Thomas,FRA,3,Equestrian,34,2038
1474934,Great Britain,CTR,Men's Team Sprint Team,Male,Silver,CARLIN Jack,GBR,2,Cycling Track,24,2040
1474934,Great Britain,CTR,Men's Sprint,Male,Bronze,CARLIN Jack,GBR,3,Cycling Track,24,2041
1311677,Spain,TEN,Men's Singles,Male,Bronze,CARRENO BUSTA Pablo,ESP,3,Tennis,30,2057
1459729,New Zealand,CSP,Women's Kayak Single 200m,Female,Gold,CARRINGTON Lisa,NZL,1,Canoe Sprint,32,2065
1459729,New Zealand,CSP,Women's Kayak Single 500m,Female,Gold,CARRINGTON Lisa,NZL,1,Canoe Sprint,32,2066
1459729,New Zealand,CSP,Women's Kayak Double 500m Team,Female,Gold,CARRINGTON Lisa,NZL,1,Canoe Sprint,32,2067
1460094,United States,BSB,Baseball Team,Male,Silver,CARTER Anthony,USA,2,Baseball/Softball,35,2072
1460213,United States,BSB,Baseball Team,Male,Silver,CASAS Triston,USA,2,Baseball/Softball,21,2081
1393615,Belgium,JUD,Men -81 kg,Male,Bronze,CASSE Matthias,BEL,3,Judo,24,2093
1321405,Italy,ROW,Men's Four Team,Male,Bronze,CASTALDO Matteo,ITA,3,Rowing,35,2098
1896502,Dominican Republic,BSB,Baseball Team,Male,Bronze,CASTILLO Luis,DOM,3,Baseball/Softball,26,2108
1555467,Latvia,BK3,Men Team,Male,Gold,CAVARS Agnis,LAT,1,3x3 Basketball,35,2125
1310282,Fiji,RUG,Women Team,Female,Bronze,CAVURU Lavena,FIJ,3,Rugby Sevens,27,2126
1328592,Spain,FBL,Men Team,Male,Silver,CEBALLOS Dani,ESP,2,Football,25,2129
1343280,Italy,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Silver,CECCON Thomas,ITA,2,Swimming,20,2138
1343280,Italy,SWM,Men's 4 x 100m Medley Relay Team,Male,Bronze,CECCON Thomas,ITA,3,Swimming,20,2139
1343110,Italy,GRY,Group All-Around Team,Female,Bronze,CENTOFANTI Martina,ITA,3,Rhythmic Gymnastics,23,2152
1351016,Italy,JUD,Women -63 kg,Female,Bronze,CENTRACCHIO Maria,ITA,3,Judo,26,2153
1351813,Spain,TKW,Women -49kg,Female,Silver,CEREZO IGLESIAS Adriana,ESP,2,Taekwondo,17,2157
1321401,Italy,ROW,Lightweight Women's Double Sculls Team,Female,Gold,CESARINI Federica,ITA,1,Rowing,25,2169
1403683,France,JUD,Mixed Team,Male,Gold,CHAINE Guillaume,FRA,1,Judo,34,2184
1482862,Australia,SWM,Men's 100m Freestyle,Male,Silver,CHALMERS Kyle,AUS,2,Swimming,23,2191
1482862,Australia,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Bronze,CHALMERS Kyle,AUS,3,Swimming,23,2192
1482862,Australia,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Bronze,CHALMERS Kyle,AUS,3,Swimming,23,2193
1469403,Canada,FBL,Women Team,Female,Gold,CHAPMAN Allysha,CAN,1,Football,32,2217
1312832,United States,BKB,Women Team,Female,Gold,CHARLES Tina,USA,1,Basketball,32,2224
1401979,Belgium,HOC,Men Team,Male,Gold,CHARLIER Cedric Daniel Andre,BEL,1,Hockey,33,2225
1402568,Canada,WLF,Women's 64kg,Female,Gold,CHARRON Maude G,CAN,1,Weightlifting,28,2232
1483090,Australia,HOC,Men Team,Male,Silver,CHARTER Andrew Lewis,AUS,2,Hockey,34,2233
1340268,France,BKB,Women Team,Female,Bronze,CHARTEREAU Alexia,FRA,3,Basketball,22,2234
1458765,United States,ATH,Men's 5000m,Male,Bronze,CHELIMO Paul,USA,3,Athletics,30,2255
1450069,Uganda,ATH,Women's 3000m Steeplechase,Female,Gold,CHEMUTAI Peruth,UGA,1,Athletics,22,2262
1329918,China,DIV,Men's Synchronised 10m Platform Team,Male,Silver,CHEN Aisen,CHN,2,Diving,25,2263
1309407,China,WLF,Men's 67kg,Male,Gold,CHEN Lijun,CHN,1,Weightlifting,28,2276
1349464,China,BDM,Men's Singles,Male,Silver,CHEN Long,CHN,2,Badminton,32,2277
1322041,China,TTE,Women's Singles,Female,Gold,CHEN Meng,CHN,1,Table Tennis,27,2278
1322041,China,TTE,Women's Team,Female,Gold,CHEN Meng,CHN,1,Table Tennis,27,2279
1350257,China,BDM,Women's Doubles Team,Female,Silver,CHEN Qing Chen,CHN,2,Badminton,24,2283
1339548,Chinese Taipei,WLF,Women's 64kg,Female,Bronze,CHEN Wen-Huei,TPE,3,Weightlifting,24,2289
1349502,China,BDM,Women's Singles,Female,Gold,CHEN Yu Fei,CHN,1,Badminton,23,2294
1310267,China,ROW,Women's Quadruple Sculls Team,Female,Gold,CHEN Yunxia,CHN,1,Rowing,25,2295
1329854,China,DIV,Women's 10m Platform,Female,Silver,CHEN Yuxi,CHN,2,Diving,15,2296
1329854,China,DIV,Women's Synchronised 10m Platform Team,Female,Gold,CHEN Yuxi,CHN,1,Diving,15,2297
1338655,Chinese Taipei,TTE,Mixed Doubles Team,Female,Bronze,CHENG I Ching,TPE,3,Table Tennis,29,2305
1450695,Uganda,ATH,Men's 5000m,Male,Gold,CHEPTEGEI Joshua,UGA,1,Athletics,24,2314
1450695,Uganda,ATH,"Men's 10,000m",Male,Silver,CHEPTEGEI Joshua,UGA,2,Athletics,24,2315
1483816,Ukraine,WRE,Women's Freestyle 68kg,Female,Bronze,CHERKASOVA Alla,UKR,3,Wrestling,32,2316
1428773,Russia,SHO,10m Air Pistol Mixed Team,Male,Silver,CHERNOUSOV Artem,ROC,2,Shooting,25,2321
1458682,United States,ATH,Men's 4 x 400m Relay Team,Male,Gold,CHERRY Michael,USA,1,Athletics,26,2328
1402379,Kenya,ATH,Men's 1500m,Male,Silver,CHERUIYOT Timothy,KEN,2,Athletics,25,2329
1334790,Ukraine,CSP,Women's Canoe Double 500m Team,Female,Silver,CHETVERIKOVA Anastasiia,UKR,2,Canoe Sprint,23,2335
1431181,"Hong Kong, China",FEN,Men's Foil Individual,Male,Gold,CHEUNG Ka Long,HKG,1,Fencing,24,2336
1470683,Malaysia,BDM,Men's Doubles Team,Male,Bronze,CHIA Aaron,MAS,3,Badminton,24,2346
1309996,United States,BSB,Softball Team,Female,Silver,CHIDESTER Amanda,USA,2,Baseball/Softball,31,2350
1431702,Russia,SWA,Team,Female,Gold,CHIGIREVA Vlada,ROC,1,Artistic Swimming,26,2356
1348674,United States,GAR,Women's Team,Female,Silver,CHILES Jordan,USA,2,Artistic Gymnastics,20,2365
1340471,France,VVO,Men Team,Male,Gold,CHINENYEZE Barthelemy,FRA,1,Volleyball,23,2372
1306356,Kazakhstan,WLF,Women's 55kg,Female,Bronze,CHINSHANLO Zulfiya,KAZ,3,Weightlifting,28,2374
1323216,South Korea,JUD,Men -100 kg,Male,Silver,CHO Guham,KOR,2,Judo,29,2389
1335673,South Korea,FEN,Women's Épée Team,Female,Silver,CHOI Injeong,KOR,2,Fencing,31,2404
1335695,South Korea,FEN,Women's Sabre Team,Female,Bronze,CHOI Sooyeon,KOR,3,Fencing,30,2410
1444327,Great Britain,MPN,Men's Individual,Male,Gold,CHOONG Joseph,GBR,1,Modern Pentathlon,26,2419
1305544,India,ATH,Men's Javelin Throw,Male,Gold,CHOPRA Neeraj,IND,1,Athletics,23,2420
1408686,Czech Republic,FEN,Men's Foil Individual,Male,Bronze,CHOUPENITCH Alexander,CZE,3,Fencing,27,2423
1358267,Spain,CSL,Women's Kayak,Female,Silver,CHOURRAUT Maialen,ESP,2,Canoe Slalom,38,2424
1465510,Switzerland,SHO,10m Air Rifle Women,Female,Bronze,CHRISTEN Nina,SUI,3,Shooting,27,2428
1465510,Switzerland,SHO,50m Rifle 3 Positions Women,Female,Gold,CHRISTEN Nina,SUI,1,Shooting,27,2429
1340271,France,BKB,Women Team,Female,Bronze,CIAK Helena,FRA,3,Basketball,31,2455
1388487,Croatia,TEN,Men's Doubles Team,Male,Silver,CILIC Marin,CRO,2,Tennis,32,2467
1362765,Argentina,RUG,Men Team,Male,Bronze,CINTI Lucio,ARG,3,Rugby Sevens,21,2474
1400597,France,RUG,Women Team,Female,Silver,CIOFANI Anne-Cecile,FRA,2,Rugby Sevens,27,2477
1312465,Italy,FEN,Women's Foil Team,Female,Bronze,CIPRESSA Erica,ITA,3,Fencing,25,2478
1469703,Canada,DIV,Women's Synchronised 3m Springboard Team,Female,Silver,CITRINI BEAULIEU Melissa,CAN,2,Diving,26,2485
1329284,Australia,VBV,Women Team,Female,Silver,CLANCY Taliqua,AUS,2,Beach Volleyball,29,2493
1443288,Great Britain,BOX,Men's Super Heavy (+91kg),Male,Bronze,CLARKE Frazer,GBR,3,Boxing,30,2501
1409173,Brazil,FBL,Men Team,Male,Gold,CLAUDINHO,BRA,1,Football,24,2503
1348945,Australia,ROW,Men's Quadruple Sculls Team,Male,Bronze,CLEARY Jack,AUS,3,Rowing,26,2508
1403685,France,JUD,Mixed Team,Male,Gold,CLERGET Axel,FRA,1,Judo,34,2512
1340611,France,VVO,Men Team,Male,Gold,CLEVENOT Trevor,FRA,1,Volleyball,27,2513
1474566,Netherlands,ROW,Women's Four Team,Female,Silver,CLEVERING Ymkje,NED,2,Rowing,26,2514
1439943,France,HBL,Women Team,Female,Gold,COATANEA Pauline,FRA,1,Handball,28,2520
1325252,Turkey,KTE,Women's Kumite -61kg,Female,Bronze,COBAN Merve,TUR,3,Karate,28,2521
1317876,United States,CLB,Men's Combined,Male,Silver,COLEMAN Nathaniel,USA,2,Sport Climbing,24,2551
1478815,Great Britain,EQU,Eventing Team,Female,Gold,COLLETT Laura,GBR,1,Equestrian,31,2557
1473816,New Zealand,RUG,Men Team,Male,Silver,COLLIER Dylan,NZL,2,Rugby Sevens,30,2560
1312838,United States,BKB,Women Team,Female,Gold,COLLIER Napheesa,USA,1,Basketball,24,2563
1343283,Italy,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Silver,CONDORELLI Santo,ITA,2,Swimming,26,2576
1318621,France,TRI,Mixed Relay Team,Male,Bronze,CONINX Dorian,FRA,3,Triathlon,27,2578
1346202,Italy,CTR,Men's Team Pursuit Team,Male,Gold,CONSONNI Simone,ITA,1,Cycling Track,26,2585
1366894,Argentina,VVO,Men Team,Male,Bronze,CONTE Facundo,ARG,3,Volleyball,31,2593
1449499,Italy,WRE,Men's Freestyle 97kg,Male,Bronze,CONYEDO RUANO Abraham de Jesus,ITA,3,Wrestling,27,2595
1699090,Australia,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Bronze,COOK Tamsin,AUS,3,Swimming,22,2598
1844599,Australia,SWM,Mixed 4 x 100m Medley Relay Team,Male,Bronze,COOPER Isaac,AUS,3,Swimming,17,2605
1301345,Mexico,FBL,Men Team,Male,Bronze,CORDOVA Sebastian,MEX,3,Football,24,2617
1891958,France,BKB,Men Team,Male,Silver,CORNELIE Petr,FRA,2,Basketball,26,2621
1314291,Spain,HBL,Men Team,Male,Bronze,CORRALES RODAL Rodrigo,ESP,3,Handball,30,2631
1353782,Brazil,VVO,Women Team,Female,Silver,CORREA Ana Beatriz,BRA,2,Volleyball,29,2632
1361780,Argentina,HOC,Women Team,Female,Silver,COSTA BIONDI Valentina Isabel,ARG,2,Hockey,25,2643
1444580,Great Britain,HOC,Women Team,Female,Bronze,COSTELLO Amy Ewart,GBR,3,Hockey,23,2654
1459202,Great Britain,SHO,Trap Men,Male,Bronze,COWARD HOLLEY Matthew John,GBR,3,Shooting,26,2669
1285995,Romania,ROW,Men's Pair Team,Male,Silver,COZMIUC Marius,ROU,2,Rowing,28,2678
1444581,Great Britain,HOC,Women Team,Female,Bronze,CRACKLES Fiona Anne,GBR,3,Hockey,21,2679
1483105,Australia,HOC,Men Team,Male,Silver,CRAIG Thomas William,AUS,2,Hockey,25,2683
1358222,Spain,CSP,Men's Kayak Four 500m Team,Male,Silver,CRAVIOTTO Saul,ESP,2,Canoe Sprint,36,2687
1348947,Australia,ROW,Women's Quadruple Sculls Team,Female,Bronze,CRONIN Caitlin,AUS,3,Rowing,26,2703
1458864,United States,ATH,Men's Shot Put,Male,Gold,CROUSER Ryan,USA,1,Athletics,28,2707
1306619,Cuba,BOX,Men's Light (57-63kg),Male,Gold,CRUZ Andy,CUB,1,Boxing,25,2714
1302771,Hungary,CSP,Women's Kayak Single 500m,Female,Silver,CSIPES Tamara,HUN,2,Canoe Sprint,31,2720
1302771,Hungary,CSP,Women's Kayak Four 500m Team,Female,Gold,CSIPES Tamara,HUN,1,Canoe Sprint,31,2722
1328604,Spain,FBL,Men Team,Male,Silver,CUCURELLA Marc,ESP,2,Football,23,2728
1310275,China,ROW,Women's Quadruple Sculls Team,Female,Gold,CUI Xiaotong,CHN,1,Rowing,26,2732
1328933,Brazil,OWS,Women's 10km,Female,Gold,CUNHA Ana Marcela,BRA,1,Marathon Swimming,29,2739
1351612,Brazil,FBL,Men Team,Male,Gold,CUNHA Matheus,BRA,1,Football,22,2740
1312471,Italy,FEN,Men's Sabre Team,Male,Silver,CURATOLI Luca,ITA,2,Fencing,27,2745
1869707,United States,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Gold,CURRY Brooks,USA,1,Swimming,20,2747
1473818,New Zealand,RUG,Men Team,Male,Silver,CURRY Scott,NZL,2,Rugby Sevens,33,2748
1302242,United States,SWM,Women's 4 x 100m Medley Relay Team,Female,Silver,CURZAN Claire,USA,2,Swimming,17,2750
1403695,France,JUD,Women -57 kg,Female,Silver,CYSIQUE Sarah Leonie,FRA,2,Judo,23,2756
1403695,France,JUD,Mixed Team,Female,Gold,CYSIQUE Sarah Leonie,FRA,1,Judo,23,2757
1310945,France,KTE,Men's Kumite -67kg,Male,Gold,da COSTA Steven,FRA,1,Karate,24,2765
1353792,Brazil,VVO,Women Team,Female,Silver,da SILVA Ana Carolina,BRA,2,Volleyball,30,2768
1337906,Sweden,SAL,Men's Two Person Dinghy - 470 Team,Male,Silver,DAHLBERG Anton,SWE,2,Sailing,36,2792
1332166,United States,FBL,Women Team,Female,Bronze,DAHLKEMPER Abby,USA,3,Football,28,2793
1462004,Ecuador,WLF,Women's 76kg,Female,Gold,DAJOMES BARRERA Neisi Patricia,ECU,1,Weightlifting,23,2796
1347889,United States,WRE,Men's Freestyle 74kg,Male,Bronze,DAKE Kyle Douglas,USA,3,Wrestling,30,2797
1406253,Russia,GAR,Men's Team,Male,Gold,DALALOYAN Artur,ROC,1,Artistic Gymnastics,25,2808
1444126,Great Britain,DIV,Men's 10m Platform,Male,Bronze,DALEY Thomas,GBR,3,Diving,27,2809
1444126,Great Britain,DIV,Men's Synchronised 10m Platform Team,Male,Gold,DALEY Thomas,GBR,1,Diving,27,2810
1366904,Argentina,VVO,Men Team,Male,Bronze,DANANI Santiago,ARG,3,Volleyball,25,2832
1439948,France,HBL,Women Team,Female,Gold,DANCETTE Blandine,FRA,1,Handball,33,2833
1464971,New Zealand,TEN,Men's Doubles Team,Male,Bronze,DANIELL Marcus,NZL,3,Tennis,31,2839
1459039,United States,ATH,Women's 4 x 100m Relay Team,Female,Silver,DANIELS Teahna,USA,2,Athletics,24,2844
1439922,France,HBL,Women Team,Female,Gold,DARLEUX Cleopatre,FRA,1,Handball,32,2860
1344507,Serbia,WRE,Men's Greco-Roman 87kg,Male,Bronze,DATUNASHVILI Zurabi,SRB,3,Wrestling,30,2870
1329936,Germany,GAR,Men's Parallel Bars,Male,Silver,DAUSER Lukas,GER,2,Artistic Gymnastics,28,2879
1286698,Fiji,RUG,Women Team,Female,Bronze,DAVEUA Raijieli,FIJ,3,Rugby Sevens,29,2883
1332242,United States,FBL,Women Team,Female,Bronze,DAVIDSON Tierna,USA,3,Football,22,2894
1309312,United States,BOX,Men's Light (57-63kg),Male,Silver,DAVIS Keyshawn,USA,2,Boxing,22,2899
1285039,Iran,WLF,Men's +109kg,Male,Silver,DAVOUDI Ali,IRI,2,Weightlifting,22,2905
1282141,Armenia,GAR,Men's Vault,Male,Bronze,DAVTYAN Artur,ARM,3,Artistic Gymnastics,29,2907
1444676,Great Britain,ROW,Men's Eight Team,Male,Bronze,DAWSON Jacob,GBR,3,Rowing,27,2912
1444166,Great Britain,SWM,Mixed 4 x 100m Medley Relay Team,Female,Gold,DAWSON Kathleen,GBR,1,Swimming,23,2914
1483099,Australia,HOC,Men Team,Male,Silver,DAWSON Matthew,AUS,2,Hockey,27,2915
1366270,Argentina,VVO,Men Team,Male,Bronze,de CECCO Luciano,ARG,3,Volleyball,33,2930
1337834,France,BKB,Men Team,Male,Silver,de COLO Nando,FRA,2,Basketball,34,2931
1467347,Netherlands,HOC,Women Team,Female,Gold,de GOEDE Eva Roma Maria,NED,1,Hockey,32,2942
1432433,Canada,ATH,Men's 100m,Male,Bronze,de GRASSE Andre,CAN,3,Athletics,26,2944
1432433,Canada,ATH,Men's 200m,Male,Gold,de GRASSE Andre,CAN,1,Athletics,26,2945
1432433,Canada,ATH,Men's 4 x 100m Relay Team,Male,Bronze,de GRASSE Andre,CAN,3,Athletics,26,2946
1476558,Netherlands,ROW,Women's Double Sculls Team,Female,Bronze,de JONG Roos,NED,3,Rowing,27,2954
1393602,Belgium,HOC,Men Team,Male,Gold,de KERPEL Nicolas,BEL,1,Hockey,28,2957
1302243,United States,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Bronze,de LOOF Catie,USA,3,Swimming,24,2970
1353802,Brazil,VVO,Women Team,Female,Silver,de OLIVEIRA SAAD GATTAZ Caroline,BRA,2,Volleyball,40,2978
1393603,Belgium,HOC,Men Team,Male,Gold,de SLOOVER Arthur Anne-Marie Thierr,BEL,1,Hockey,24,2985
1467350,Netherlands,HOC,Women Team,Female,Gold,de WAARD Xan Gerdien,NED,1,Hockey,25,2999
1453059,United States,ATH,Men's 4 x 400m Relay Team,Male,Gold,DEADMON Bryce,USA,1,Athletics,24,3009
1453059,United States,ATH,4 x 400m Relay Mixed Team,Male,Bronze,DEADMON Bryce,USA,3,Athletics,24,3010
1444167,Great Britain,SWM,Men's 200m Freestyle,Male,Gold,DEAN Tom,GBR,1,Swimming,21,3013
1444167,Great Britain,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Gold,DEAN Tom,GBR,1,Swimming,21,3014
1343523,Hungary,FEN,Men's Sabre Team,Male,Bronze,DECSI Tamas,HUN,3,Fencing,38,3024
1344171,Serbia,WPO,Men Team,Male,Gold,DEDOVIC Nikola,SRB,1,Water Polo,29,3026
1362708,Argentina,RUG,Men Team,Male,Bronze,del MESTRE Felipe,ARG,3,Rugby Sevens,27,3041
1334908,Italy,TKW,Men -58kg,Male,Gold,DELL'AQUILA Vito,ITA,1,Taekwondo,20,3065
1326479,Australia,BKB,Men Team,Male,Bronze,DELLAVEDOVA Matthew,AUS,3,Basketball,30,3066
1401981,Belgium,HOC,Men Team,Male,Gold,DENAYER Felix Veronique B.,BEL,1,Hockey,31,3081
1324047,Chinese Taipei,ARC,Men's Team,Male,Silver,DENG Yu-Cheng,TPE,2,Archery,22,3086
1333458,Australia,CRD,Men's Individual Time Trial,Male,Bronze,DENNIS Rohan,AUS,3,Cycling Road,31,3092
1282472,Fiji,RUG,Men Team,Male,Gold,DERENALAGI Meli,FIJ,1,Rugby Sevens,22,3100
1428168,Russia,FEN,Women's Foil Individual,Female,Silver,DERIGLAZOVA Inna,ROC,2,Fencing,31,3101
