Code,Country,Discipline,Event,Gender,Medal,Name,NOC,Rank,Sport,Age,F1
1476577,Netherlands,ROW,Women's Double Sculls Team,Female,Bronze,SCHEENAARD Lisa,NED,3,Rowing,32,11775
1328977,Brazil,SWM,Men's 200m Freestyle,Male,Bronze,SCHEFFER Fernando,BRA,3,Swimming,23,11776
1458456,Netherlands,ARC,Mixed Team,Female,Silver,SCHLOESSER Gabriela,NED,2,Archery,27,11799
1470802,New Zealand,GTR,Men,Male,Bronze,SCHMIDT Dylan,NZL,3,Trampoline Gymnastics,24,11805
1331601,Germany,ROW,Men's Eight Team,Male,Silver,SCHMIDT Richard,GER,2,Rowing,34,11809
1469431,Canada,FBL,Women Team,Female,Gold,SCHMIDT Sophie,CAN,1,Football,33,11810
1302228,United States,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Bronze,SCHMITT Allison,USA,3,Swimming,31,11812
1302228,United States,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Silver,SCHMITT Allison,USA,2,Swimming,31,11813
1346443,Germany,EQU,Dressage Team,Female,Gold,SCHNEIDER Dorothee,GER,1,Equestrian,52,11814
1331602,Germany,ROW,Men's Eight Team,Male,Silver,SCHNEIDER Jakob,GER,2,Rowing,27,11816
1331890,United States,DIV,Women's Synchronised 10m Platform Team,Female,Silver,SCHNELL Delaney,USA,2,Diving,22,11820
1323390,South Africa,SWM,Women's 100m Breaststroke,Female,Silver,SCHOENMAKER Tatjana,RSA,2,Swimming,24,11822
1323390,South Africa,SWM,Women's 200m Breaststroke,Female,Gold,SCHOENMAKER Tatjana,RSA,1,Swimming,24,11823
1333374,Germany,CSP,Men's Kayak Double 1000m Team,Male,Silver,SCHOPF Jacob,GER,2,Canoe Sprint,22,11834
1449712,Sweden,FBL,Women Team,Female,Silver,SCHOUGH Olivia,SWE,2,Football,30,11836
1334490,Austria,CLB,Men's Combined,Male,Bronze,SCHUBERT Jakob,AUT,3,Sport Climbing,30,11845
1362769,Argentina,RUG,Men Team,Male,Bronze,SCHULZ German,ARG,3,Rugby Sevens,27,11851
1451517,United States,EQU,Dressage Team,Female,Silver,SCHUT-KERY Sabine,USA,2,Equestrian,52,11857
1395737,Germany,ARC,Women's Team,Female,Bronze,SCHWARZ Charline,GER,3,Archery,20,11872
1326853,Germany,JUD,Mixed Team,Female,Bronze,SCOCCIMARRO Giovanna,GER,3,Judo,23,11886
1352871,Botswana,ATH,Men's 4 x 400m Relay Team,Male,Bronze,SCOTCH Leungo,BOT,3,Athletics,25,11888
1469432,Canada,FBL,Women Team,Female,Gold,SCOTT Desiree,CAN,1,Football,34,11889
1444193,Great Britain,SWM,Men's 200m Freestyle,Male,Silver,SCOTT Duncan,GBR,2,Swimming,24,11893
1444193,Great Britain,SWM,Men's 200m Individual Medley,Male,Silver,SCOTT Duncan,GBR,2,Swimming,24,11894
1444193,Great Britain,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Gold,SCOTT Duncan,GBR,1,Swimming,24,11895
1444193,Great Britain,SWM,Men's 4 x 100m Medley Relay Team,Male,Silver,SCOTT Duncan,GBR,2,Swimming,24,11896
1468370,Great Britain,SAL,Men's One Person Dinghy (Heavyweight) - Finn,Male,Gold,SCOTT Giles,GBR,1,Sailing,34,11897
1344935,Serbia,SHO,50m Rifle 3 Positions Men,Male,Bronze,SEBIC Milenko,SRB,3,Shooting,36,11917
1407729,Russia,HBL,Women Team,Female,Silver,SEDOYKINA Anna,ROC,2,Handball,37,11929
1482881,Australia,SWM,Women's 200m Backstroke,Female,Bronze,SEEBOHM Emily,AUS,3,Swimming,29,11931
1482881,Australia,SWM,Women's 4 x 100m Medley Relay Team,Female,Gold,SEEBOHM Emily,AUS,1,Swimming,29,11932
1457484,Thailand,BOX,Women's Light (57-60kg),Female,Bronze,SEESONDEE Sudaporn,THA,3,Boxing,29,11940
1449660,Sweden,FBL,Women Team,Female,Silver,SEGER Caroline,SWE,2,Football,36,11947
1460816,United States,ATH,Women's Marathon,Female,Bronze,SEIDEL Molly,USA,3,Athletics,27,11951
1320555,United States,WPO,Women Team,Female,Gold,SEIDEMANN Melissa,USA,1,Water Polo,31,11952
1326863,Germany,JUD,Mixed Team,Male,Bronze,SEIDL Sebastian,GER,3,Judo,31,11954
1330457,Israel,TKW,Women -49kg,Female,Bronze,SEMBERG Abishag,ISR,3,Taekwondo,19,11979
1286090,Romania,ROW,Men's Four Team,Male,Silver,SEMCIUC Mugurel Vasile,ROU,2,Rowing,23,11980
1436166,Russia,WRE,Men's Greco-Roman 130kg,Male,Bronze,SEMENOV Sergei,ROC,3,Wrestling,25,11983
1407730,Russia,HBL,Women Team,Female,Silver,SEN Anna,ROC,2,Handball,30,11989
1336429,Japan,BSB,Baseball Team,Male,Gold,SENGA Koudai,JPN,1,Baseball/Softball,28,11991
1335686,South Korea,FEN,Women's Sabre Team,Female,Bronze,SEO Jiyeon,KOR,3,Fencing,28,11996
1439942,France,HBL,Women Team,Female,Gold,SERCIEN UGOLIN Oceane,FRA,1,Handball,23,12002
1335416,United States,SHO,10m Air Rifle Men,Male,Gold,SHANER William,USA,1,Shooting,20,12053
1283118,Israel,JUD,Mixed Team,Female,Bronze,SHARIR Gili,ISR,3,Judo,21,12075
1308696,India,HOC,Men Team,Male,Bronze,SHARMA Nilakanta,IND,3,Hockey,26,12076
1431926,Russia,BK3,Men Team,Male,Silver,SHAROV Stanislav,ROC,2,3x3 Basketball,26,12077
1483111,Australia,HOC,Men Team,Male,Silver,SHARP Lachlan Thomas,AUS,2,Hockey,24,12079
1286459,Georgia,JUD,Men -73 kg,Male,Silver,SHAVDATUASHVILI Lasha,GEO,2,Judo,29,12086
1405181,China,SHO,10m Air Rifle Men,Male,Silver,SHENG Lihao,CHN,2,Shooting,16,12101
1462971,New Zealand,ROW,Women's Eight Team,Male,Silver,SHEPHERD Caleb,NZL,2,Rowing,28,12103
1469433,Canada,FBL,Women Team,Female,Gold,SHERIDAN Kailen,CAN,1,Football,26,12105
1428155,Russia,FEN,Women's Sabre Team,Female,Gold,SHEVELEVA Svetlana,ROC,1,Fencing,24,12112
1329428,China,DIV,Women's 3m Springboard,Female,Gold,SHI Tingmao,CHN,1,Diving,29,12116
1329428,China,DIV,Women's Synchronised 3m Springboard Team,Female,Gold,SHI Tingmao,CHN,1,Diving,29,12117
1342363,China,WLF,Men's 73kg,Male,Gold,SHI Zhiyong,CHN,1,Weightlifting,27,12119
1302456,United States,SWM,Men's 4 x 100m Medley Relay Team,Male,Gold,SHIELDS Tom,USA,1,Swimming,30,12133
1315384,Japan,KTE,Women's Kata,Female,Silver,SHIMIZU Kiyou,JPN,2,Karate,27,12143
1345414,South Korea,GAR,Men's Vault,Male,Gold,SHIN Jeahwan,KOR,1,Artistic Gymnastics,23,12148
1431701,Russia,SWA,Team,Female,Gold,SHISHKINA Alla,ROC,1,Artistic Swimming,32,12165
1428431,Russia,GRY,Group All-Around Team,Female,Silver,SHKATOVA Angelina,ROC,2,Rhythmic Gymnastics,20,12166
1283106,Israel,JUD,Mixed Team,Male,Bronze,SHMAILOV Baruch,ISR,3,Judo,26,12176
1436597,Russia,CTR,Women's Team Sprint Team,Female,Bronze,SHMELEVA Daria,ROC,3,Cycling Track,26,12177
1474974,Great Britain,BMX,Women,Female,Gold,SHRIEVER Bethany,GBR,1,Cycling BMX Racing,22,12187
1431708,Russia,SWA,Team,Female,Gold,SHUROCHKINA Maria,ROC,1,Artistic Swimming,26,12191
1449833,Ukraine,SWA,Team,Female,Bronze,SHYNKARENKO Alina,UKR,3,Artistic Swimming,22,12200
1436297,Russia,WRE,Men's Freestyle 74kg,Male,Gold,SIDAKOV Zaurbek,ROC,1,Wrestling,25,12209
1431126,Russia,ATH,Women's Pole Vault,Female,Silver,SIDOROVA Anzhelika,ROC,2,Athletics,30,12216
1343525,Hungary,FEN,Men's Épée Individual,Male,Silver,SIKLOSI Gergely,HUN,2,Fencing,23,12226
1353850,Brazil,VVO,Women Team,Female,Silver,SILVA CARNEIRO Macris Fernanda,BRA,2,Volleyball,32,12234
1483112,Australia,HOC,Men Team,Male,Silver,SIMMONDS Joshua,AUS,2,Hockey,25,12262
1334742,Spain,FBL,Men Team,Male,Silver,SIMON Unai,ESP,2,Football,24,12265
1393808,United States,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Silver,SIMS Arabella,USA,2,Swimming,16,12272
1469434,Canada,FBL,Women Team,Female,Gold,SINCLAIR Christine,CAN,1,Football,38,12275
1440125,Great Britain,TKW,Men -68kg,Male,Silver,SINDEN Bradly,GBR,2,Taekwondo,22,12276
1308710,India,HOC,Men Team,Male,Bronze,SINGH Dilpreet,IND,3,Hockey,21,12278
1308711,India,HOC,Men Team,Male,Bronze,SINGH Gurjant,IND,3,Hockey,26,12280
1308698,India,HOC,Men Team,Male,Bronze,SINGH Hardik,IND,3,Hockey,22,12282
1308684,India,HOC,Men Team,Male,Bronze,SINGH Harmanpreet,IND,3,Hockey,25,12283
1308702,India,HOC,Men Team,Male,Bronze,SINGH Mandeep,IND,3,Hockey,26,12285
1308694,India,HOC,Men Team,Male,Bronze,SINGH Manpreet,IND,3,Hockey,29,12286
1308689,India,HOC,Men Team,Male,Bronze,SINGH Rupinder Pal,IND,3,Hockey,30,12287
1308705,India,HOC,Men Team,Male,Bronze,SINGH Shamsher,IND,3,Hockey,24,12288
1308708,India,HOC,Men Team,Male,Bronze,SINGH Simranjeet,IND,3,Hockey,24,12290
1408422,Czech Republic,TEN,Women's Doubles Team,Female,Gold,SINIAKOVA Katerina,CZE,1,Tennis,25,12292
1327804,Croatia,ROW,Men's Pair Team,Male,Gold,SINKOVIC Martin,CRO,1,Rowing,31,12293
1456414,Croatia,ROW,Men's Pair Team,Male,Gold,SINKOVIC Valent,CRO,1,Rowing,33,12294
1350523,France,EQU,Eventing Team,Male,Bronze,SIX Christopher,FRA,3,Equestrian,35,12307
1383927,Sweden,SWM,Women's 50m Freestyle,Female,Silver,SJOESTROEM Sarah,SWE,2,Swimming,27,12309
1348702,United States,GAR,Women's Vault,Female,Silver,SKINNER Mykayla,USA,2,Artistic Gymnastics,24,12318
1343619,Norway,HBL,Women Team,Female,Bronze,SKOGRAND Stine,NOR,3,Handball,28,12322
1407732,Russia,HBL,Women Team,Female,Silver,SKOROBOGATCHENKO Antonina,ROC,2,Handball,22,12324
1466633,Greece,WPO,Men Team,Male,Silver,SKOUMPAKIS Dimitrios,GRE,2,Water Polo,22,12325
1315753,Poland,SAL,Women's Two Person Dinghy - 470 Team,Female,Silver,SKRZYPULEC Agnieszka,POL,2,Sailing,32,12326
1432305,Czech Republic,CSP,Men's Kayak Double 1000m Team,Male,Bronze,SLOUF Radek,CZE,3,Canoe Sprint,26,12339
1432649,Canada,ATH,Men's 4 x 100m Relay Team,Male,Bronze,SMELLIE Gavin,CAN,3,Athletics,35,12348
1305206,Kazakhstan,JUD,Men -60 kg,Male,Bronze,SMETOV Yeldos,KAZ,3,Judo,28,12350
1482899,Australia,SWM,Men's 400m Individual Medley,Male,Bronze,SMITH Brendon,AUS,3,Swimming,21,12363
1302304,United States,SWM,Men's 400m Freestyle,Male,Bronze,SMITH Kieran,USA,3,Swimming,21,12376
1459679,Canada,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Silver,SMITH Rebecca,CAN,2,Swimming,21,12383
1302447,United States,SWM,Women's 100m Backstroke,Female,Bronze,SMITH Regan,USA,3,Swimming,19,12386
1302447,United States,SWM,Women's 200m Butterfly,Female,Silver,SMITH Regan,USA,2,Swimming,19,12387
1302447,United States,SWM,Women's 4 x 100m Medley Relay Team,Female,Silver,SMITH Regan,USA,2,Swimming,19,12388
1302335,United States,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Bronze,SMOLIGA Olivia,USA,3,Swimming,26,12398
1467951,Netherlands,BMX,Women,Female,Bronze,SMULDERS Merel,NED,3,Cycling BMX Racing,23,12402
1347894,United States,WRE,Men's Freestyle 97kg,Male,Silver,SNYDER Kyle Frederick,USA,2,Wrestling,25,12407
1729970,Australia,BKB,Men Team,Male,Bronze,SOBEY Nathan,AUS,3,Basketball,31,12421
1325308,Turkey,KTE,Men's Kata,Male,Bronze,SOFUOGLU Ali,TUR,3,Karate,26,12429
1470723,Malaysia,BDM,Men's Doubles Team,Male,Bronze,SOH Wooi Yik,MAS,3,Badminton,23,12432
1343784,Norway,HBL,Women Team,Female,Bronze,SOLBERG ISAKSEN Sanna,NOR,3,Handball,31,12435
1343856,Norway,HBL,Women Team,Female,Bronze,SOLBERG Silje,NOR,3,Handball,31,12436
1314302,Spain,HBL,Men Team,Male,Bronze,SOLE SALA Ferran,ESP,3,Handball,28,12437
1366852,Argentina,VVO,Men Team,Male,Bronze,SOLE Sebastian,ARG,3,Volleyball,30,12438
1334746,Spain,FBL,Men Team,Male,Silver,SOLER Carlos,ESP,2,Football,24,12439
1282520,Fiji,RUG,Women Team,Female,Bronze,SOLIKOVITI Vasiti,FIJ,3,Rugby Sevens,28,12440
1307237,Kazakhstan,WLF,Men's 61kg,Male,Bronze,SON Igor,KAZ,3,Weightlifting,22,12456
1315332,Japan,JUD,Women +78 kg,Female,Gold,SONE Akira,JPN,1,Judo,21,12458
1315332,Japan,JUD,Mixed Team,Female,Silver,SONE Akira,JPN,2,Judo,21,12459
1335660,South Korea,FEN,Men's Épée Team,Male,Bronze,SONG Jaeho,KOR,3,Fencing,31,12463
1335677,South Korea,FEN,Women's Épée Team,Female,Silver,SONG Sera,KOR,2,Fencing,27,12468
1332201,United States,FBL,Women Team,Female,Bronze,SONNETT Emily,USA,3,Football,27,12470
1407909,"Hong Kong, China",TTE,Women's Team,Female,Bronze,SOO Wai Yam Minnie,HKG,3,Table Tennis,23,12474
1343609,Norway,VBV,Men Team,Male,Gold,SORUM Christian Sandlie,NOR,1,Beach Volleyball,25,12483
1320482,Brazil,BOX,Men's Middle (69-75kg),Male,Gold,SOUSA Hebert,BRA,1,Boxing,23,12496
1310029,United States,BSB,Softball Team,Female,Silver,SPAULDING Delaney,USA,2,Baseball/Softball,26,12527
1462975,New Zealand,ROW,Women's Eight Team,Female,Silver,SPOORS Lucy,NZL,2,Rowing,30,12543
1451492,United States,EQU,Jumping Team,Female,Silver,SPRINGSTEEN Jessica,USA,2,Equestrian,29,12547
1325266,Croatia,GAR,Men's Horizontal Bar,Male,Silver,SRBIC Tin,CRO,2,Artistic Gymnastics,24,12553
1435841,Azerbaijan,WRE,Women's Freestyle 50kg,Female,Bronze,STADNIK Mariya,AZE,3,Wrestling,33,12566
1334849,Germany,WRE,Men's Greco-Roman 67kg,Male,Bronze,STAEBLER Frank,GER,3,Wrestling,32,12567
1449190,Sweden,ATH,Men's Discus Throw,Male,Gold,STAHL Daniel,SWE,1,Athletics,28,12570
1467288,Netherlands,HOC,Women Team,Female,Gold,STAM Lauren Lara Jeanette,NED,1,Hockey,27,12576
1299102,Italy,ATH,Men's 20km Race Walk,Male,Gold,STANO Massimo,ITA,1,Athletics,29,12595
1436010,Ukraine,CTR,Women's Sprint,Female,Silver,STARIKOVA Olena,UKR,2,Cycling Track,25,12601
1889001,United States,BSB,Baseball Team,Male,Silver,STARLING Bubba,USA,2,Baseball/Softball,29,12603
1351829,Brazil,TEN,Women's Doubles Team,Female,Bronze,STEFANI Luisa,BRA,3,Tennis,23,12614
1320556,United States,WPO,Women Team,Female,Gold,STEFFENS Margaret,USA,1,Water Polo,28,12624
1435265,Russia,ROW,Women's Pair Team,Female,Silver,STEPANOVA Vasilisa,ROC,2,Rowing,28,12646
1348978,Australia,ROW,Women's Four Team,Female,Gold,STEPHAN Lucy,AUS,1,Rowing,29,12647
1347853,United States,WRE,Men's Freestyle 125kg,Male,Gold,STEVESON Gable Dan,USA,1,Wrestling,21,12658
1312764,United States,BKB,Women Team,Female,Gold,STEWART Breanna,USA,1,Basketball,26,12665
1470186,New Zealand,CTR,Men's Omnium,Male,Silver,STEWART Campbell,NZL,2,Cycling Track,23,12667
1310122,United States,BSB,Softball Team,Female,Silver,STEWART Kelsey,USA,2,Baseball/Softball,26,12671
1459077,United States,ATH,Men's 4 x 400m Relay Team,Male,Gold,STEWART Trevor,USA,1,Athletics,24,12674
1459077,United States,ATH,4 x 400m Relay Mixed Team,Male,Bronze,STEWART Trevor,USA,3,Athletics,24,12675
1337505,Croatia,SAL,Men's One Person Dinghy - Laser,Male,Silver,STIPANOVIC Tonci,CRO,2,Sailing,35,12679
1326842,Germany,JUD,Mixed Team,Female,Bronze,STOLL Theresa,GER,3,Judo,25,12695
1428872,Russia,VBV,Men Team,Male,Silver,STOYANOVSKIY Oleg,ROC,2,Beach Volleyball,24,12705
1482875,Australia,SWM,Men's 200m Breaststroke,Male,Gold,STUBBLETY-COOK Izaac,AUS,1,Swimming,22,12726
1482875,Australia,SWM,Mixed 4 x 100m Medley Relay Team,Male,Bronze,STUBBLETY-COOK Izaac,AUS,3,Swimming,22,12728
1306512,Germany,SAL,Mixed Multihull - Nacra 17 Foiling Team,Female,Bronze,STUHLEMMER Alica,GER,3,Sailing,21,12731
1361686,Argentina,HOC,Women Team,Female,Silver,SUCCI Maria Belen,ARG,2,Hockey,35,12747
1330511,Germany,CTR,Women's Team Pursuit Team,Female,Gold,SUESSEMILCH Laura,GER,1,Cycling Track,24,12749
1428186,Russia,FEN,Men's Épée Team,Male,Silver,SUKHOV Pavel,ROC,2,Fencing,33,12766
1302266,United States,SWM,Women's 1500m Freestyle,Female,Silver,SULLIVAN Erica,USA,2,Swimming,20,12770
1308695,India,HOC,Men Team,Male,Bronze,SUMIT,IND,3,Hockey,24,12772
1324886,China,CSP,Women's Canoe Double 500m Team,Female,Gold,SUN Mengya,CHN,1,Canoe Sprint,20,12781
1323036,China,GAR,Men's Team,Male,Bronze,SUN Wei,CHN,3,Artistic Gymnastics,25,12789
1380672,China,SWA,Duet Team,Female,Silver,SUN Wenyan,CHN,2,Artistic Swimming,31,12790
1380672,China,SWA,Team,Female,Silver,SUN Wenyan,CHN,2,Artistic Swimming,31,12791
1313451,China,WRE,Women's Freestyle 50kg,Female,Silver,SUN Yanan,CHN,2,Wrestling,28,12793
1322049,China,TTE,Women's Singles,Female,Silver,SUN Yingsha,CHN,2,Table Tennis,20,12794
1322049,China,TTE,Women's Team,Female,Gold,SUN Yingsha,CHN,1,Table Tennis,20,12795
1392791,China,FEN,Women's Épée Individual,Female,Gold,SUN Yiwen,CHN,1,Fencing,29,12796
1378436,Turkey,BOX,Women's Welter (64-69kg),Female,Gold,SURMENELI Busenaz,TUR,1,Boxing,23,12813
1316576,Japan,WRE,Women's Freestyle 50kg,Female,Gold,SUSAKI Yui,JPN,1,Wrestling,22,12814
1366762,Denmark,ROW,Men's Pair Team,Male,Bronze,SUTTON Joachim,DEN,3,Rowing,26,12816
1336392,Japan,BSB,Baseball Team,Male,Gold,SUZUKI Seiya,JPN,1,Baseball/Softball,26,12824
1367092,Denmark,HBL,Men Team,Male,Silver,SVAN Lasse,DEN,2,Handball,37,12828
1466572,Ukraine,TEN,Women's Singles,Female,Bronze,SVITOLINA Elina,UKR,3,Tennis,26,12835
1324419,Poland,ATH,Women's 4 x 400m Relay Team,Female,Silver,SWIETY-ERSETIC Justyna,POL,2,Athletics,28,12843
1324419,Poland,ATH,4 x 400m Relay Mixed Team,Female,Gold,SWIETY-ERSETIC Justyna,POL,1,Athletics,28,12844
1449838,Ukraine,SWA,Team,Female,Bronze,SYDORENKO Kseniya,UKR,3,Artistic Swimming,35,12846
1343522,Hungary,FEN,Men's Sabre Team,Male,Bronze,SZATMARI Andras,HUN,3,Fencing,28,12857
1343521,Hungary,FEN,Men's Sabre Individual,Male,Gold,SZILAGYI Aron,HUN,1,Fencing,31,12859
1343521,Hungary,FEN,Men's Sabre Team,Male,Bronze,SZILAGYI Aron,HUN,3,Fencing,31,12860
1364493,Hungary,WPO,Women Team,Female,Bronze,SZILAGYI Dorottya,HUN,3,Water Polo,24,12861
1364494,Hungary,WPO,Women Team,Female,Bronze,SZUCS Gabriella,HUN,3,Water Polo,33,12870
1324903,Chinese Taipei,BDM,Women's Singles,Female,Silver,TAI Tzu-Ying,TPE,2,Badminton,27,12886
1439734,Russia,JUD,Women -70 kg,Female,Bronze,TAIMAZOVA Madina,ROC,3,Judo,22,12887
1336422,Japan,BSB,Baseball Team,Male,Gold,TAIRA Kaima,JPN,1,Baseball/Softball,21,12890
1313610,Japan,BKB,Women Team,Female,Silver,TAKADA Maki,JPN,2,Basketball,31,12895
1315348,Japan,JUD,Men -60 kg,Male,Gold,TAKATO Naohisa,JPN,1,Judo,28,12913
1327816,Ghana,BOX,Men's Feather (52-57kg),Male,Bronze,TAKYI Samuel,GHA,3,Boxing,20,12918
1290690,Georgia,WLF,Men's +109kg,Male,Gold,TALAKHADZE Lasha,GEO,1,Weightlifting,27,12922
1295017,Italy,ATH,Men's High Jump,Male,Gold,TAMBERI Gianmarco,ITA,1,Athletics,29,12929
1446772,Japan,BSB,Baseball Team,Male,Gold,TANAKA Masahiro,JPN,1,Baseball/Softball,32,12947
1316686,Japan,BOX,Men's Fly (48-52kg),Male,Bronze,TANAKA Ryomei,JPN,3,Boxing,27,12951
1323940,Chinese Taipei,ARC,Men's Team,Male,Silver,TANG Chih-Chun,TPE,2,Archery,20,12967
1315010,China,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Gold,TANG Muhan,CHN,1,Swimming,17,12972
1329911,China,GAR,Women's Balance Beam,Female,Silver,TANG Xijing,CHN,2,Artistic Gymnastics,18,12978
1318236,Japan,GAR,Men's Team,Male,Silver,TANIGAWA Wataru,JPN,2,Artistic Gymnastics,25,12991
1437878,Jamaica,ATH,Women's 100m Hurdles,Female,Bronze,TAPPER Megan,JAM,3,Athletics,27,12995
1325578,France,ROW,Lightweight Women's Double Sculls Team,Female,Silver,TARANTOLA Laura,FRA,2,Rowing,27,12999
1382333,Moldova,CSP,Men's Canoe Single 1000m,Male,Bronze,TARNOVSCHI Serghei,MDA,3,Canoe Sprint,24,13007
1325935,Spain,WPO,Women Team,Female,Silver,TARRAGO AYMERICH Roser,ESP,2,Water Polo,28,13008
1315324,Japan,JUD,Mixed Team,Female,Silver,TASHIRO Miku,JPN,2,Judo,27,13015
1333389,Germany,CSL,Men's Canoe,Male,Bronze,TASIADIS Sideris,GER,3,Canoe Slalom,31,13016
1428437,Russia,GRY,Group All-Around Team,Female,Silver,TATAREVA Anastasiia,ROC,2,Rhythmic Gymnastics,24,13019
1312794,United States,BKB,Men Team,Male,Gold,TATUM Jayson,USA,1,Basketball,23,13020
1312778,United States,BKB,Women Team,Female,Gold,TAURASI Diana,USA,1,Basketball,39,13023
1347839,United States,WRE,Men's Freestyle 86kg,Male,Gold,TAYLOR III David Morris,USA,1,Wrestling,30,13034
1444255,Great Britain,TRI,Women's Individual,Female,Silver,TAYLOR-BROWN Georgia,GBR,2,Triathlon,27,13036
1444255,Great Britain,TRI,Mixed Relay Team,Female,Gold,TAYLOR-BROWN Georgia,GBR,1,Triathlon,27,13037
1340266,France,BKB,Women Team,Female,Bronze,TCHATCHOUANG Diandra,FRA,3,Basketball,30,13040
1320406,Brazil,BOX,Men's Heavy (81-91kg),Male,Bronze,TEIXEIRA Abner,BRA,3,Boxing,24,13052
1482903,Australia,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Bronze,TEMPLE Matthew,AUS,3,Swimming,22,13070
1482903,Australia,SWM,Mixed 4 x 100m Medley Relay Team,Male,Bronze,TEMPLE Matthew,AUS,3,Swimming,22,13072
1450027,Greece,ATH,Men's Long Jump,Male,Gold,TENTOGLOU Miltiadis,GRE,1,Athletics,23,13078
1337148,Ukraine,KTE,Women's Kumite -55kg,Female,Silver,TERLIUGA Anzhelika,UKR,2,Karate,29,13087
1400154,Italy,BOX,Women's Feather (54-57kg),Female,Bronze,TESTA Irma,ITA,3,Boxing,23,13097
1350888,Botswana,ATH,Men's 4 x 400m Relay Team,Male,Bronze,THEBE Baboloki,BOT,3,Athletics,24,13108
1393415,Belgium,ATH,Women's Heptathlon,Female,Gold,THIAM Nafissatou,BEL,1,Athletics,26,13110
1351046,France,FEN,Women's Foil Team,Female,Silver,THIBUS Ysaora,FRA,2,Fencing,29,13114
1398928,France,CTR,Men's Madison Team,Male,Bronze,THOMAS Benjamin,FRA,3,Cycling Track,25,13126
1457974,United States,ATH,Women's 200m,Female,Bronze,THOMAS Gabrielle,USA,3,Athletics,24,13133
1457974,United States,ATH,Women's 4 x 100m Relay Team,Female,Silver,THOMAS Gabrielle,USA,2,Athletics,24,13134
1298773,United States,VVO,Women Team,Female,Gold,THOMPSON Jordan,USA,1,Volleyball,24,13150
1348990,Australia,ROW,Women's Quadruple Sculls Team,Female,Bronze,THOMPSON Ria,AUS,3,Rowing,23,13156
1412290,Jamaica,ATH,Women's 100m,Female,Gold,THOMPSON-HERAH Elaine,JAM,1,Athletics,29,13159
1412290,Jamaica,ATH,Women's 200m,Female,Gold,THOMPSON-HERAH Elaine,JAM,1,Athletics,29,13160
1412290,Jamaica,ATH,Women's 4 x 100m Relay Team,Female,Gold,THOMPSON-HERAH Elaine,JAM,1,Athletics,29,13161
1482878,Australia,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Bronze,THROSSELL Brianna,AUS,3,Swimming,25,13181
1482878,Australia,SWM,Women's 4 x 100m Medley Relay Team,Female,Gold,THROSSELL Brianna,AUS,1,Swimming,25,13182
1482878,Australia,SWM,Mixed 4 x 100m Medley Relay Team,Female,Bronze,THROSSELL Brianna,AUS,3,Swimming,25,13183
1326490,Australia,BKB,Men Team,Male,Bronze,THYBULLE Matisse,AUS,3,Basketball,24,13184
1286097,Romania,ROW,Men's Four Team,Male,Silver,TIGANESCU Mihaita,ROU,2,Rowing,23,13197
1435323,Qatar,VBV,Men Team,Male,Bronze,TIJAN Ahmed,QAT,3,Beach Volleyball,26,13199
1340629,France,VVO,Men Team,Male,Gold,TILLIE Kevin,FRA,1,Volleyball,30,13210
1282523,Fiji,RUG,Women Team,Female,Bronze,TINAI Lavenia,FIJ,3,Rugby Sevens,30,13216
1482504,Australia,EQU,Eventing Team,Male,Silver,TINNEY Stuart,AUS,2,Equestrian,56,13221
1428434,Russia,GRY,Group All-Around Team,Female,Silver,TISHCHENKO Alisa,ROC,2,Rhythmic Gymnastics,17,13228
1352257,Italy,SAL,Mixed Multihull - Nacra 17 Foiling Team,Male,Gold,TITA Ruggero,ITA,1,Sailing,29,13230
1482877,Australia,SWM,Women's 200m Freestyle,Female,Gold,TITMUS Ariarne,AUS,1,Swimming,20,13232
1482877,Australia,SWM,Women's 400m Freestyle,Female,Gold,TITMUS Ariarne,AUS,1,Swimming,20,13233
1482877,Australia,SWM,Women's 800m Freestyle,Female,Silver,TITMUS Ariarne,AUS,2,Swimming,20,13234
1482877,Australia,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Bronze,TITMUS Ariarne,AUS,3,Swimming,20,13235
1361775,Argentina,HOC,Women Team,Female,Silver,TOCCALINO Sofia,ARG,2,Hockey,24,13258
1313643,Japan,BKB,Women Team,Female,Silver,TODO Nanako,JPN,2,Basketball,20,13261
1367094,Denmark,HBL,Men Team,Male,Silver,TOFT HANSEN Henrik,DEN,2,Handball,34,13265
1343610,Norway,HBL,Women Team,Female,Bronze,TOMAC Marta,NOR,3,Handball,30,13287
1324487,Poland,ATH,Men's 50km Race Walk,Male,Gold,TOMALA Dawid,POL,1,Athletics,31,13290
1444621,Great Britain,HOC,Women Team,Female,Bronze,TOMAN Anna-Frances,GBR,3,Hockey,28,13291
1346274,Norway,SAL,Men's One Person Dinghy - Laser,Male,Bronze,TOMASGAARD Hermann,NOR,3,Sailing,27,13296
